Series Name,Series Code,Country Name,Country Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Lesotho,LSO,189.5117541,220.7165109,200.5353956,173.3390854,201.5145313,189.0806308,197.7165354,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154.0916739,152.2213445,164.7184157,161.6652492,150.2758096,161.6378201,153.2564862,146.6753425
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.5605134,97.44493282,88.42127072,99.80615385,255.2559511,252.1818182,212.2462849,261.4284292,210.3359193,179.6828093,173.4962738,172.6529183,156.3411121,161.8340611,180.1043219
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.44532682,96.93352633,94.87999162,103.3026147,99.0819705,93.23970037,95.23809524,95.05972154,101.5146759,94.36054177,82.1650852,90.09205426,89.32415808,75.97858418,68.6174103,63.42720338,54.7400205,56.82612674,56.47456038,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.6276665,109.2934875,110.0758832,111.4022798,109.9840019,106.1829817,105.4648998,105.6756632,105.7865141,107.0372476,107.2324643,110.2636513,113.1248134,111.5714051,101.6801835,101.8774793,102.5504358,99.13980208,98.74927796,97.92299614
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Luxembourg,LUX,88.2012352,87.20904977,88.89675578,91.58496842,88.57933734,93.11072437,95.23778166,93.91567652,92.15733552,89.86078979,86.2125105,86.89312078,91.26196298,89.65375516,86.26839724,87.26742658,88.29965552,84.35342757,82.73001485,80.58864372,79.66452288,77.38361717,78.88825518,80.53301641,77.55769671,74.98115096,76.4655227,74.91392509,76.30059658,75.13692064,74.42015661,68.104481,66.72884715,69.3380669,67.833793,67.11522021,67.47029502,68.97340741,67.98477448,65.8307076
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,88.86047172,89.15302831,82.63674884,86.26378719,88.08388158,81.32998907,83.21275896,82.17284409,78.99361332,85.13563234,82.81872638,82.1293115,83.17093709,77.2330158,74.12276837,75.21212964,76.33281285,79.6788248,68.9921762,67.33981505,65.62574372,64.84619831,59.14154498,67.41782971,71.53323531,72.75854582,67.04637577,56.30821091,44.86360869,41.99669098,41.95591854,39.76497153,46.69034316
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.0379091,102.9717335,99.00719906,107.9440797,110.215219,109.7568917,110.3367533,113.5376335,114.8789607,109.9819675,114.2664672,113.0807907,118.9313987,115.7565856,119.4617965,116.2258022,116.9687015,117.8594702,125.1211164,121.5659082,118.3015623,118.9432684,121.4661144,118.0642809,117.2122184
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Madagascar,MDG,105.0306168,102.360959,103.6039798,106.9063625,115.8117477,116.3951012,111.3109674,109.4412955,106.9635863,104.6258516,108.2662611,103.3983468,105.9414261,106.7996503,103.8221448,111.42504,108.5790849,108.2834942,109.2978068,107.5665843,107.5769716,105.511853,108.093852,107.7568452,107.7441717,107.3257943,103.213593,106.565466,108.9877493,114.8474508,117.3403982,116.0401031,121.7434884,130.3671262,129.2578951,118.0744944,115.5908604,110.506152,108.6873782,104.3804173
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Malawi,MWI,116.7642062,108.4313725,104.6291209,117.9218184,117.6402545,113.9588101,105.8297988,106.3503532,107.5713297,98.0555229,105.7072343,102.1380907,102.3573533,109.2208041,115.7376604,109.6386931,106.0357264,119.2496086,116.0916685,132.1123135,117.7199359,109.0509173,112.2288953,105.3348531,115.271412,109.7313305,111.135951,110.1795634,110.5015363,113.7697431,121.2056734,119.0922982,109.8212746,116.6522516,111.6257655,112.0733984,107.2335252,115.4747931,106.9495589,105.9234759
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Malaysia,MYS,99.48777539,89.45007264,92.40437075,94.45731009,91.13949272,97.53889247,106.2561488,108.7932841,105.7437905,98.13256908,94.89603614,93.93021468,86.13060097,89.79322215,93.93536828,97.95601313,103.6603687,98.64349188,100.0998879,101.6033971,103.9348772,98.61388636,99.08586029,78.00482976,74.94829868,80.78737153,82.5596533,82.74532113,80.30847556,79.62763343,78.05650707,78.2063162,80.12895662,77.66906205,79.72544307,84.08417475,84.42680039,89.24192691,91.4629094,90.72523393
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Mali,MLI,119.6032177,110.0254432,106.8237162,118.2305832,115.2336176,..,..,..,..,..,125.7016357,120.4669319,114.9330566,117.665491,113.1950365,115.2769776,115.0444445,118.2437983,114.5385947,117.5487207,117.1220929,114.7514662,109.3843035,107.670445,109.5244578,110.4653945,107.5759289,101.6543837,107.0894609,107.9572482,108.1475871,104.1187836,108.3455239,113.2524442,107.0994785,112.3109569,108.461202,104.8854932,114.9854822,115.4784453
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Malta,MLT,112.6403172,111.0772241,113.5053094,106.9785603,105.2301425,105.4728749,108.0348289,114.9617336,113.8523429,114.0576277,114.6521314,109.4896936,108.8874859,109.5081639,110.3340681,112.8164851,110.4938803,106.9462401,109.2810668,109.7782642,109.4308943,109.360822,104.8626745,102.6334319,102.3024171,107.194703,101.6647949,95.60288778,99.13028969,101.3293064,102.4445266,103.3753551,99.43551889,100.2480134,101.5036002,100.9106751,97.75331442,95.35618042,93.72240064,88.08232453
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164.1055746,164.4779255,165.1983603,168.3365776,161.5001633,175.4946844,177.8025097,153.2514373,146.9468524,158.4073023,155.9365841
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Mauritania,MRT,121.9574048,139.9501138,140.7937319,131.4788974,126.601973,129.833273,129.8788706,144.6386463,130.5656884,127.5504642,120.8790848,123.1597439,117.4953424,112.7601317,106.9081039,115.0897748,106.1980458,100.671514,98.0004104,96.74695894,93.89605259,95.90287317,100.3819388,108.1388622,109.3780755,115.3417779,117.2324465,113.9289274,125.3626796,140.9595007,151.7564548,105.0415281,113.2609806,121.0925955,115.8173285,110.4308143,106.3540992,126.4459833,122.2143989,126.6300886
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Mauritius,MUS,..,106.8589397,110.5949599,112.2846002,111.7047533,110.2135018,110.4175918,102.8027243,100.358909,103.335569,101.8876049,93.36796368,97.95261918,104.9403716,107.2963889,107.1982759,103.7435503,103.2423327,106.039041,108.7378932,102.4243143,100.6866964,104.8812212,100.8316548,103.4808638,100.5586488,94.07701392,96.9636918,98.70945244,102.3719079,106.0032916,110.1749899,109.1414555,113.348273,109.0753918,110.981728,112.6506516,111.9157892,113.1349071,111.1671113
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Mexico,MEX,102.7256364,101.3774106,99.90310438,100.5687976,101.2617927,102.2687248,102.5269953,94.98453766,90.41864758,92.17148722,94.91894031,96.09352712,93.88770168,98.6099552,100.0647902,101.1045967,102.90758,105.0337478,103.2653159,103.9442551,98.02263251,98.40917014,100.111501,101.8072561,101.3526713,101.6192479,101.8326307,101.592935,101.4848081,101.5955476,101.6035387,101.4424008,101.7408076,102.3740393,101.6577711,101.3649889,101.3962637,101.2361103,101.1535707,101.1787877
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,180.9389671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108.6121164,118.6498908,119.4992774,126.5099567,115.3333015,125.6537195,123.6813809,125.1934903,133.7654335,131.2935935,140.5274471,146.6417076,149.6883832,152.7844858,136.6190818,139.3199995,140.8585051,140.4589245,137.2520147,136.9933066
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Mongolia,MNG,..,..,..,..,..,..,147.1628627,138.1988127,135.8135958,135.8920156,141.4768399,151.2148996,141.4589615,137.5735208,131.3905951,122.0724916,128.4668677,107.4296604,111.0776798,109.8959081,101.0209145,106.9254244,94.65875884,111.6641818,111.9244573,113.8931068,115.1816449,117.0640212,115.5952944,109.7537684,104.8426923,94.04345294,98.65152956,113.1639416,107.2577585,109.9920665,121.8921185,122.444262,122.5315147,104.8243144
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.2952184,123.5624773,124.5171658,116.3758966,116.0655606,117.5268899,136.8716325,142.7401532,153.3007748,130.7632956,125.6915161,121.9611735,124.4210863,120.0862042,119.8402219
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Morocco,MAR,110.8730878,118.8143356,120.4252326,113.6974653,112.8544719,108.6701997,112.0936341,112.1307921,107.1046986,109.0943209,108.288622,106.5158682,104.6949995,100.1445094,105.2409702,105.5080464,105.14176,105.9190069,105.5469536,105.4365508,106.3685853,103.4235935,103.3019189,103.9900738,103.6779567,105.5869635,102.9996716,102.6988579,103.3201887,105.3813352,106.076536,105.9855672,109.3438142,114.1881195,111.9087541,110.7815973,114.0267316,115.2658215,114.4652715,112.5118004
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Mozambique,MOZ,..,..,..,..,..,116.497435,115.8047919,117.9007486,116.6463881,114.2142806,108.6065318,109.5016855,124.7438744,129.2266498,130.4254504,127.8940814,134.980425,143.579742,140.8449775,139.7592724,143.7054716,127.3698238,122.0703165,119.2697867,129.3545959,126.7327705,113.1834837,131.595306,125.3810601,119.3552359,115.9868334,110.7680235,109.0749079,109.8362933,111.3077181,114.7111106,121.4810789,146.0775335,153.6373242,151.4040216
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.94999126,99.96199214,99.95675616,100.0014367,99.38789343,99.31056233,102.0781324
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Namibia,NAM,..,..,..,..,..,85.96086967,111.3511646,108.5332208,107.571387,106.148589,88.55249275,89.71080025,104.8860689,98.5034829,96.65641866,106.6041316,105.8396124,105.9112911,102.9177494,101.2930525,104.2215351,105.7986876,107.6453679,109.5048931,108.3464412,103.6726651,106.4914669,102.0699651,109.0846594,102.2671829,99.8630892,96.09157992,105.33518,112.4987834,120.7840368,112.8989229,111.9488465,116.743457,116.8648281,124.7145885
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Nepal,NPL,104.4656328,103.4034719,102.5289352,104.9006683,104.18186,107.1902705,106.716227,107.2156956,111.0841238,108.7966496,108.4703568,108.6404422,109.093339,110.9346995,111.2157188,111.1341359,111.6935526,109.7759609,110.323653,112.4441969,109.5442004,112.8226184,111.3798647,111.0654988,106.8700371,109.1425816,110.6783627,110.7564595,112.8481546,112.7818962,114.8955739,117.8688058,118.8679453,120.4845658,122.2407394,126.8198334,124.0201938,123.5104207,126.7678499,129.2450204
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Netherlands,NLD,95.28708782,95.47919493,97.61667277,98.54612914,98.65446478,98.80763597,94.8786079,94.49050733,95.42920913,93.52081815,94.44598201,95.36786591,96.58867594,96.32002721,95.76901859,94.99705359,94.68108183,95.04450293,93.51154501,93.26578183,93.15395231,93.83747258,93.51958154,93.87616711,94.65550408,93.46606824,93.33957071,93.20891161,93.23604469,92.07655853,91.32070769,91.26796406,91.17466736,91.37340553,92.67156783,91.63705519,91.46033232,90.39841033,89.30398868,89.15774772
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.2246871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,New Zealand,NZL,106.8572918,102.5765817,101.6020936,99.25884335,101.5623479,101.088044,103.0556704,102.9497996,101.1676912,102.5494745,102.1115644,99.49614343,97.75960225,96.04547771,99.28183828,99.08490554,96.31379465,96.84965968,96.3438314,97.25029611,98.12750039,98.41841327,98.60610224,98.6613871,99.50012806,97.02598508,96.37174467,96.96185115,98.23531854,99.7127292,101.4484304,100.3857953,99.87904477,100.2510323,97.67723203,97.70539831,98.45198625,99.30427825,98.42034,99.27179055
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Nicaragua,NIC,108.8969718,98.84732121,105.3351614,96.83959356,86.10778258,119.0395612,119.436831,110.0764049,110.5923123,113.0077727,107.0600618,108.0552892,101.9896836,140.2893266,132.6546619,121.3940956,130.6840057,136.0151718,127.430113,112.8014626,111.8496219,114.7881221,119.1664403,118.344834,125.4770855,121.0821657,119.8963098,120.3970126,120.7650681,121.0756053,122.8814619,124.7764131,126.8985841,127.8530607,119.030622,119.4298281,121.7934976,120.2389374,120.5556689,116.6820557
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Niger,NER,111.7471248,112.0741668,109.6869284,105.2980531,108.3300457,113.5418524,112.0456675,115.1269643,106.0894175,104.0650624,112.1547324,100.6914458,104.3786677,105.2886791,106.6986136,106.790921,104.6769952,101.0816176,102.4552623,110.3477325,107.1151471,107.3167208,107.8168804,108.5378011,107.3326088,107.8926898,107.688359,110.5776705,109.5883373,110.5417907,114.2048884,113.0965504,112.4975446,117.9572708,126.5349446,126.8936823,126.8844713,117.5027016,116.4452466,118.2563474
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Nigeria,NGA,..,..,..,..,..,..,103.918287,102.0808271,97.96485052,92.19801717,91.12965622,97.08469912,87.76295107,89.60272914,72.42912783,82.34172178,81.47443673,86.01221927,90.45012424,93.68841342,88.24484812,93.21385818,93.31079764,106.7902053,88.10732626,67.9198098,90.9167071,91.45225604,95.64310334,88.12662637,87.4344171,78.38665479,97.00586668,85.20671551,100.2656219,92.12315364,90.13449446,81.50264154,94.94904677,94.01494161
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Norway,NOR,105.7829839,108.3576808,109.1008653,99.63835859,97.67046869,93.97541151,92.79669491,94.94268225,92.21451017,91.25582938,92.78025327,103.3846984,102.2092538,100.5839623,96.52190479,93.75056677,92.26996521,93.39448255,93.7326397,94.05389621,93.96017543,91.23563395,91.94794817,98.20657295,92.79932622,83.19362339,83.35782332,86.85703774,87.28659254,86.81927585,84.00008648,83.05904541,86.59215168,83.06708775,88.59619825,88.739692,87.13960987,86.96744016,89.21567512,91.00040837
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Oman,OMN,83.14005567,83.63678616,85.74143581,90.4067522,79.65102753,74.99637965,73.40167218,84.60565706,84.41548905,87.29856247,87.35495493,101.6799478,80.18911501,91.34749574,..,80.36902669,91.6758393,90.83105328,95.00374719,91.78628229,91.5207929,85.95577345,88.55406848,107.7550497,88.87518889,72.21555609,77.63159654,78.81186329,83.03719555,87.49159805,72.78052046,75.49180614,83.50616124,78.70023614,84.00993265,75.55792265,70.29037401,69.35327432,73.58493674,72.09854366
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Pakistan,PAK,111.5388004,108.6524087,109.7361777,109.2384433,112.0646611,111.612632,110.6951464,111.818904,111.0590581,111.5557467,112.3908293,110.7658551,107.7687967,108.0837619,107.8638483,107.8328811,101.5607972,103.169256,106.134395,102.7620197,102.7128144,104.5239233,104.6883597,101.0421428,101.6129642,101.2469581,101.0524546,100.0903955,99.40656093,98.9663297,103.8742992,107.413804,106.5612017,110.8295797,107.2803434,105.8363909,105.0065658,108.0121767,106.7792918,106.4160774
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130.9748824,134.1000776,124.7097245,127.2581843,128.1079831,125.9868358,125.2116023,128.4327719
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Panama,PAN,111.842172,111.3716517,106.402839,107.7675219,113.9643864,107.4393232,109.1445338,103.1656057,98.86004418,102.8627724,103.1751625,103.1093683,103.8633748,98.04702304,105.0803233,106.8069637,111.542046,112.1657985,111.5619041,111.5249215,113.2111783,113.4327684,111.3671722,115.9627478,112.9787796,109.9677839,105.8274902,106.5722418,106.0133009,108.1172585,106.6927308,105.5487907,106.6533685,110.5198128,99.3525373,108.1897834,106.0267935,107.6761528,107.3106488,108.3756531
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Papua New Guinea,PNG,106.1854482,99.0071833,101.2938005,103.4832211,100.1102475,110.1399274,120.5032179,123.6622456,117.2555426,113.7027591,110.3254812,107.7751429,106.5059702,108.6716507,112.0990249,108.3219557,109.8901708,97.85223775,84.30276756,86.23345026,82.66200785,88.99433676,100.892929,94.77795248,89.77007431,83.06511946,86.92043227,97.08748917,84.61313636,86.75481181,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.45518208,89.82953517,93.76314851,101.4386154,94.51401402,97.55426725,98.99476871,92.12606765,91.54955409,91.4053149,90.44780861,82.53924111,84.78336954,86.75482967,87.79837274,90.31318757,90.1671719,95.52671078,93.21930246,96.38840269,97.75144227,98.7854309,95.25976839,97.69263687
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Peru,PER,110.7972367,107.96071,106.6442665,99.34513722,91.57708892,96.60235382,104.1564438,103.4335005,99.76636411,95.5570503,92.58859858,101.6311086,102.0200656,103.0228101,99.87748777,98.07529398,102.2329806,102.9361638,103.8293927,103.3800302,105.7274473,105.0211643,104.5150253,105.5472181,102.4120005,102.0012847,101.8616424,100.6995656,99.59527643,96.11161077,93.65979525,90.71178313,92.64388022,98.97850697,95.22782414,96.02048063,94.98276077,97.72066652,100.1705078,101.6368057
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Philippines,PHL,106.0917091,105.9216577,103.0670123,104.2696817,105.0758995,104.8984816,103.3377605,105.8014925,106.7414117,101.049037,97.87788761,96.04622861,99.57921039,98.54626355,102.1564784,105.7678115,102.9904384,104.8984173,108.4472453,106.3081683,107.8239682,108.7866415,110.3373534,109.1337851,103.9308439,101.9912722,106.855237,108.9410697,107.5352231,105.4972235,105.6045798,101.7847122,100.0978124,102.4581855,101.1256777,101.8129062,103.6362259,103.2613493,104.2099357,103.6461823
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.42830223,101.6086328,98.4991802,99.00652454,97.94936209,97.75735966,101.2863444,103.7551146,104.696495,105.7725754,106.3327943,103.6155005,103.4080213,102.6547114,102.6835301,101.0555616,102.0634235,103.5328245,105.0404761,100.8570129,101.9980655,101.956378,100.440278,98.05220005,98.55852734
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Portugal,PRT,109.5672591,110.3956565,111.6583686,109.6073571,108.3403103,111.3248483,114.9145385,114.3946862,109.8252945,106.0540779,103.0331578,102.0315959,104.8998183,107.9268531,105.9396304,106.7182568,107.2722964,107.3906194,106.9756113,106.910997,106.3759242,107.1146073,107.9964818,109.1670121,110.3494499,111.0416766,110.2160746,108.2699482,106.9348491,108.2542056,109.1032953,108.2389016,107.6415943,109.7127871,106.9208545,107.5583456,104.2812133,100.5078203,98.99499221,99.81100775
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Puerto Rico,PRI,122.1058024,123.2544656,116.4283768,116.0170175,110.6156863,111.2558101,107.1848932,97.66705241,99.91665027,101.9955538,97.87325277,93.30964638,94.40476488,92.06505014,91.78976748,88.28973505,83.21710039,83.64473095,90.77851159,87.15465086,88.2883644,91.43487322,94.68861326,84.329887,83.39862727,81.48692583,74.35065686,74.60651881,71.36663842,79.85292082,78.98099193,79.96188293,83.52958053,79.68235906,79.08858579,78.80988889,79.86540732,87.8506136,83.05690581,80.49544247
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.89841072,98.99061574,96.05773672,87.88541962,88.86686368,65.65139323,55.04594252,63.18295739,67.78417797,66.76978392,62.03597895,64.57545453,72.93545898,75.55936199,66.70813641,77.87441079,61.43092475,53.4822221,52.80145984,56.94756065,63.03816119
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109.4533162,103.9339353,108.4074172,104.9711017,102.064364,105.0008489,107.8143673,106.7608441,107.7554022,104.5164512,105.2815554,107.5824493,105.6004062,107.4266544,108.9399858,110.1105791,111.9322152,113.9438294,112.9137303,106.2164894,106.1897933,105.5959979,104.9735012,100.7757398,100.4401
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.10994764,99.78267619,99.71397926,85.93214098,92.28925427,95.43695456,96.60483024,95.77647176,97.79722519,93.329784,82.95322607,79.9728975,87.32389642,89.20901104,88.62830546,87.74607029,86.30711656,87.27245098,91.37799835,90.76333437,92.55885506,91.92437673,91.94725378,93.34266214,94.6074252,93.59290167
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Rwanda,RWA,108.5275651,104.8165539,103.3924337,109.0191218,101.7053151,111.9455513,111.9292243,112.5979321,109.1772224,107.0328257,109.104882,107.5701989,111.6911761,110.983728,111.1491951,108.4549406,110.7387649,112.6946307,115.328515,158.4904564,120.6705893,120.1673258,117.8727818,117.6243364,118.2869268,118.5585338,115.8100853,116.6623623,115.0863121,113.6383154,113.7863485,112.8037554,109.5512626,117.2808852,117.9418846,117.9520238,116.602076,118.9977263,117.8396873,118.1884662
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Saudi Arabia,SAU,48.39907616,64.52199699,75.14042849,92.28096793,79.38755859,63.84456165,67.2744948,88.38662641,109.2079554,110.7005442,106.5713041,109.0832868,106.2708183,103.8790508,104.3317043,91.03842755,98.0825005,96.87842146,99.10134209,92.0694143,90.36603858,86.60817104,86.87086102,96.8236297,88.51309927,81.35591004,84.29318412,82.69519576,78.12286442,73.11217449,67.85258996,70.28078819,74.98843682,71.87962681,90.68110026,83.41024759,73.44504082,74.97012273,78.87312571,86.88988798
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Senegal,SEN,103.600587,105.7627484,106.1989486,110.6281991,107.6952174,114.4578549,119.7879177,114.2531322,116.5981652,115.2087379,111.3983489,108.0911202,107.7080116,107.302574,106.4448063,106.7750721,107.8250172,108.3927392,109.1082508,107.3132112,106.4611135,105.7805765,106.2372086,106.5657105,106.9976987,109.2916743,109.0380004,110.4163687,112.1136091,112.6300393,115.4067792,117.4712066,122.3989428,126.3012132,116.880581,115.388336,118.3144604,120.9948358,120.8177004,119.1777901
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.0012649,112.0542889,114.2222256,109.2120666,106.6527607,104.4638297,115.3003361,118.0801415,117.5881278,126.413881,119.9983305,120.3330959,124.2995821,125.0219752,115.8981535,114.9889108,115.3974165,116.6683174,110.7089396,110.8470589
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Seychelles,SYC,..,161.8925314,153.7276967,149.8693679,149.1569674,152.6842552,149.1384175,155.8437887,146.0101722,140.9380208,141.9145157,141.9295868,136.5230112,144.8496742,142.8028298,135.1926186,132.9354578,133.0994958,139.4948689,131.9871107,135.3580844,147.5343173,140.355704,142.8529972,146.3275246,106.4312669,119.8085764,107.5179625,97.63406187,..,..,116.1629301,101.1875079,110.7340953,109.0343978,114.2830423,115.6188716,117.8202864,107.8319489,115.9942809
Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,Sierra Leone,SLE,..,..,..,..,..,115.3526612,116.7234174,110.1776254,110.9642343,101.7805459,101.7869415,103.0933063,91.22463357,85.66681158,93.75313563,99.31087756,97.74529764,101.3109888,104.2947415,96.13697478,107.8523777,114.7050615,101.8786347,107.2095552,106.0933805,121.2602758,119.7445098,121.2869523,118.0633171,112.6466803,111.7267127,108.1820265,109.0882239,112.1750931,114.4369927,117.6876194,148.1835603,127.4634647,130.1992869,121.6657165
